PLT_IND_DTM,RELATED_SCAN_WC,WORK_CENTRE_NAME_EN,TOTAL_PROCESSED,PROCESSED_OT,PROCESSED_LATE
2023/05/05,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,779,485,30
2022/09/30,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,23,1,18
2022/08/19,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,560,399,112
2022/10/21,800214,ST JOHN'S / ILC 1240,363,339,6
2022/10/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,887,481,54
2023/04/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,23,0,22
2022/07/04,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,480,420,14
2023/01/10,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2039,1375,208
2022/09/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1109,932,23
2022/08/08,990706,BSS 1330 ST JOHN'S ORIGINATING,569,323,103
2023/02/06,800214,ST JOHN'S / ILC 1240,1196,876,318
2022/10/14,990706,BSS 1330 ST JOHN'S ORIGINATING,535,375,28
2023/04/12,800214,ST JOHN'S / ILC 1240,406,375,10
2021/11/04,800509,TORONTO GW BMF / LPS 1021,4,4,0
2023/04/14,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,460,310,47
2022/10/31,800509,TORONTO GW BMF / LPS 1021,16229,14836,1058
2022/07/19,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,940,596,116
2022/07/05,862380,TORONTO GW BMF / EUS SS 1023,30066,20584,7522
2023/04/25,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2168,1336,261
2022/06/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1181,1117,9
2021/12/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,8,6,0
2023/05/02,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1672,1065,127
2022/09/01,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1131,675,79
2023/02/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1330,634,244
2023/04/12,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1428,639,344
2021/11/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,0,0
2023/01/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,963,605,61
2023/01/02,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,225,129,4
2022/02/09,862380,TORONTO GW BMF / EUS SS 1023,1,0,0
2023/03/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1508,996,67
2023/05/05,800509,TORONTO GW BMF / LPS 1021,13433,12346,833
2022/09/12,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1304,1162,13
2022/10/19,800509,TORONTO GW BMF / LPS 1021,27491,20360,5900
2022/07/18,800509,TORONTO GW BMF / LPS 1021,16085,14931,892
2022/09/13,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2570,1651,390
2022/04/04,990706,BSS 1330 ST JOHN'S ORIGINATING,2,1,0
2022/01/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,0
2023/02/17,862380,TORONTO GW BMF / EUS SS 1023,18488,15080,2423
2022/12/19,862380,TORONTO GW BMF / EUS SS 1023,18068,16617,708
2022/02/02,990706,BSS 1330 ST JOHN'S ORIGINATING,1,0,0
2023/04/04,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1040,729,133
2021/08/31,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,0
2023/01/05,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2751,2084,393
2023/02/14,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1356,652,193
2023/01/26,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,877,737,33
2023/01/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1144,1100,18
2022/07/13,800214,ST JOHN'S / ILC 1240,135,124,2
2022/07/04,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,464,436,10
2022/03/28,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2023/02/10,990715,ST. JOHN'S / ILS OH4011,4,0,0
2022/05/31,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1801,1307,304
2021/12/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,4,4,0
2022/11/09,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1673,977,418
2023/04/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,440,313,14
2022/09/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1392,1086,45
2023/02/17,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1585,1246,41
2023/04/21,800509,TORONTO GW BMF / LPS 1021,22703,19608,2419
2023/01/06,862380,TORONTO GW BMF / EUS SS 1023,25081,19810,3800
2022/12/15,800214,ST JOHN'S / ILC 1240,739,695,27
2022/12/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1381,734,572
2022/08/05,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,605,503,68
2022/09/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2910,1865,643
2022/03/31,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,0,2
2021/08/06,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,1,0
2023/05/03,800214,ST JOHN'S / ILC 1240,922,904,9
2023/03/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1197,1029,91
2023/03/31,990715,ST. JOHN'S / ILS OH4011,3,0,0
2023/03/06,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,609,538,7
2022/07/27,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,995,745,31
2022/10/24,862380,TORONTO GW BMF / EUS SS 1023,21241,17418,2216
2022/06/01,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,973,651,31
2022/07/05,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1288,960,151
2021/08/26,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2023/01/05,800509,TORONTO GW BMF / LPS 1021,32919,24472,6680
2023/01/23,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,359,340,9
2023/01/11,862380,TORONTO GW BMF / EUS SS 1023,26954,21397,4029
2023/01/02,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,122,76,16
2023/02/28,862380,TORONTO GW BMF / EUS SS 1023,32428,20138,10742
2023/03/31,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1158,697,38
2022/01/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,1,0
2022/10/25,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1434,926,145
2023/04/06,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1563,1215,79
2022/09/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2188,1407,530
2022/08/08,800214,ST JOHN'S / ILC 1240,321,314,3
2023/02/21,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,833,662,46
2021/11/23,862380,TORONTO GW BMF / EUS SS 1023,7,5,0
2022/01/10,862380,TORONTO GW BMF / EUS SS 1023,5,2,1
2022/08/30,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1433,1002,129
2022/07/07,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1240,972,56
2022/08/15,862380,TORONTO GW BMF / EUS SS 1023,12396,10071,1434
2021/12/30,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,6,3,3
2022/06/16,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,417,338,39
2022/12/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3012,1721,852
2023/05/24,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,0,1
2022/10/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2060,1753,157
2021/11/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,1,0
2022/07/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2798,2062,330
2022/11/11,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1642,480,1031
2022/12/29,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2110,1107,630
2023/03/09,990706,BSS 1330 ST JOHN'S ORIGINATING,854,602,6
2022/10/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1520,987,446
2023/02/17,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/05/09,800509,TORONTO GW BMF / LPS 1021,14752,13738,824
2021/05/21,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2022/04/15,862380,TORONTO GW BMF / EUS SS 1023,1,0,1
2023/03/24,800214,ST JOHN'S / ILC 1240,1270,1259,4
2023/02/21,990715,ST. JOHN'S / ILS OH4011,10,0,0
2022/11/11,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,703,536,113
2022/12/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,953,931,9
2023/02/24,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1087,732,228
2022/08/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1035,518,21
2022/09/07,990706,BSS 1330 ST JOHN'S ORIGINATING,639,480,8
2022/06/15,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1095,927,72
2022/07/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1195,837,119
2022/07/26,800509,TORONTO GW BMF / LPS 1021,31583,25445,5409
2022/11/17,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1691,1138,313
2022/05/05,800509,TORONTO GW BMF / LPS 1021,18037,15462,1954
2023/03/29,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1022,749,52
2023/02/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1494,800,219
2022/11/01,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1483,874,132
2021/12/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2,1,0
2023/02/13,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/06/21,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1928,1310,332
2022/12/02,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2553,948,1472
2022/10/17,800214,ST JOHN'S / ILC 1240,822,686,130
2022/06/23,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1410,1133,89
2022/07/04,990715,ST. JOHN'S / ILS OH4011,14,0,0
2022/06/06,990715,ST. JOHN'S / ILS OH4011,13,0,0
2022/10/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1325,973,188
2023/02/28,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1079,630,93
2022/11/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,710,675,12
2023/04/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,587,371,41
2023/05/04,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,589,371,26
2022/05/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2132,1463,180
2022/09/14,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,840,534,38
2022/06/20,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1297,1217,26
2021/12/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2,2,0
2022/04/08,800214,ST JOHN'S / ILC 1240,3,0,1
2022/06/30,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,719,610,24
2023/05/18,862380,TORONTO GW BMF / EUS SS 1023,109,55,47
2022/08/26,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/07/22,800509,TORONTO GW BMF / LPS 1021,14049,12101,1526
2022/05/11,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/07/26,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1990,1566,221
2022/08/22,862380,TORONTO GW BMF / EUS SS 1023,16713,14514,1461
2022/08/11,862380,TORONTO GW BMF / EUS SS 1023,13732,10472,2257
2023/03/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,718,308,44
2023/01/18,990706,BSS 1330 ST JOHN'S ORIGINATING,588,445,50
2022/10/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1409,1333,55
2022/10/19,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1897,1280,308
2023/05/03,990706,BSS 1330 ST JOHN'S ORIGINATING,1151,441,48
2022/07/27,862380,TORONTO GW BMF / EUS SS 1023,15955,12717,2604
2023/03/22,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1680,1041,111
2022/08/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1163,866,189
2022/09/16,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1169,992,70
2022/08/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1975,1232,239
2022/07/20,990715,ST. JOHN'S / ILS OH4011,10,0,0
2022/07/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1109,721,91
2023/04/06,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,836,673,47
2023/03/01,800214,ST JOHN'S / ILC 1240,665,651,2
2023/02/21,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,525,446,54
2022/09/29,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1688,1279,68
2022/10/17,990706,BSS 1330 ST JOHN'S ORIGINATING,971,706,117
2023/02/08,800509,TORONTO GW BMF / LPS 1021,30995,19951,9360
2022/01/28,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2022/09/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1142,774,45
2022/11/29,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2023,1061,731
2021/11/03,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2,2,0
2022/07/26,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1948,1408,151
2023/03/07,800509,TORONTO GW BMF / LPS 1021,24459,16514,6447
2022/11/23,862380,TORONTO GW BMF / EUS SS 1023,30394,19559,8667
2022/08/02,800509,TORONTO GW BMF / LPS 1021,15454,13545,1453
2022/07/28,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/10/18,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1783,1001,408
2022/02/16,800509,TORONTO GW BMF / LPS 1021,1,0,0
2022/11/04,862380,TORONTO GW BMF / EUS SS 1023,17002,13679,2385
2021/12/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,5,3,1
2022/08/19,990706,BSS 1330 ST JOHN'S ORIGINATING,328,171,7
2023/01/27,800214,ST JOHN'S / ILC 1240,273,262,0
2022/05/26,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2401,1555,406
2023/01/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,612,255,292
2023/05/12,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,396,223,11
2023/03/20,990706,BSS 1330 ST JOHN'S ORIGINATING,959,625,116
2023/01/03,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,739,669,55
2023/01/09,800509,TORONTO GW BMF / LPS 1021,19591,18166,977
2022/03/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/12/23,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,947,874,15
2023/02/20,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,237,126,74
2022/06/17,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1601,1137,63
2022/09/07,990715,ST. JOHN'S / ILS OH4011,5,0,0
2022/01/10,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,6,6,0
2022/04/07,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,1
2022/09/15,800214,ST JOHN'S / ILC 1240,319,318,1
2023/04/27,800214,ST JOHN'S / ILC 1240,677,658,3
2023/03/13,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/12/26,862380,TORONTO GW BMF / EUS SS 1023,306,299,2
2022/08/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1624,946,123
2023/03/24,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/04/20,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2,0,2
2022/10/28,862380,TORONTO GW BMF / EUS SS 1023,11334,8268,1922
2021/12/01,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,0
2023/05/10,862380,TORONTO GW BMF / EUS SS 1023,16630,10162,6010
2023/02/07,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1184,348,559
2022/05/25,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2511,1368,482
2022/06/29,800214,ST JOHN'S / ILC 1240,286,123,158
2022/11/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2714,1570,749
2023/02/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,933,586,208
2022/06/27,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1128,1088,19
2023/03/13,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1235,1144,29
2022/04/11,862380,TORONTO GW BMF / EUS SS 1023,11,6,3
2021/09/21,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2023/02/27,800509,TORONTO GW BMF / LPS 1021,14223,13043,254
2023/04/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,894,737,57
2023/03/23,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1880,1502,72
2022/10/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1526,785,290
2022/08/25,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,916,843,40
2023/02/10,990706,BSS 1330 ST JOHN'S ORIGINATING,516,427,15
2022/11/24,800214,ST JOHN'S / ILC 1240,421,395,5
2021/12/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,10,8,0
2022/10/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2783,1731,285
2023/04/04,800214,ST JOHN'S / ILC 1240,600,513,77
2023/01/24,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2793,1527,345
2022/11/24,990706,BSS 1330 ST JOHN'S ORIGINATING,364,313,8
2021/12/03,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,1,0
2022/11/08,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,3168,2292,320
2023/03/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1178,856,116
2022/06/06,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1128,1032,25
2023/04/26,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1455,953,134
2022/03/01,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,1
2022/08/12,862380,TORONTO GW BMF / EUS SS 1023,19086,15628,2381
2022/05/26,800214,ST JOHN'S / ILC 1240,329,80,243
2022/10/05,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2408,1570,262
2021/12/07,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,4,3,0
2022/01/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/05/16,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,654,539,2
2021/11/04,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3,2,0
2021/09/29,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2023/03/27,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1129,964,19
2022/11/25,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1527,1148,298
2021/11/11,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2022/03/21,800214,ST JOHN'S / ILC 1240,1,1,0
2022/06/06,800214,ST JOHN'S / ILC 1240,279,262,1
2022/04/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,4,1,3
2022/09/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1644,837,202
2023/03/20,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,489,448,20
2021/06/04,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,1,0
2022/11/28,990706,BSS 1330 ST JOHN'S ORIGINATING,702,648,18
2022/11/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2149,849,816
2022/01/11,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,2,0
2022/08/19,862380,TORONTO GW BMF / EUS SS 1023,18988,15351,2281
2021/12/07,862380,TORONTO GW BMF / EUS SS 1023,10,3,2
2023/01/18,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1557,978,178
2022/04/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2023/04/28,800214,ST JOHN'S / ILC 1240,331,316,1
2022/03/30,800509,TORONTO GW BMF / LPS 1021,2,0,0
2022/10/13,862380,TORONTO GW BMF / EUS SS 1023,35664,22446,11313
2021/11/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2022/06/10,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,979,619,78
2022/03/09,990706,BSS 1330 ST JOHN'S ORIGINATING,2,0,2
2022/12/06,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3357,2092,628
2021/11/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,2,0
2022/06/10,990715,ST. JOHN'S / ILS OH4011,16,0,0
2022/05/26,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1215,618,80
2022/07/20,990706,BSS 1330 ST JOHN'S ORIGINATING,323,193,9
2022/02/25,800214,ST JOHN'S / ILC 1240,1,0,0
2022/11/23,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1342,949,289
2023/02/24,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1249,765,209
2022/12/02,800509,TORONTO GW BMF / LPS 1021,37839,19044,17972
2021/11/12,862380,TORONTO GW BMF / EUS SS 1023,3,2,0
2022/08/11,990715,ST. JOHN'S / ILS OH4011,4,0,0
2021/11/18,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2022/11/23,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1121,587,311
2021/11/26,800509,TORONTO GW BMF / LPS 1021,1,0,0
2022/05/12,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,846,456,30
2023/05/18,990715,ST. JOHN'S / ILS OH4011,11,0,0
2021/11/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,2,0
2023/03/02,800214,ST JOHN'S / ILC 1240,262,247,1
2023/01/04,800214,ST JOHN'S / ILC 1240,587,574,3
2022/11/30,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1504,919,208
2022/12/28,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,895,857,11
2022/12/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1792,1154,289
2022/08/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1121,885,14
2022/11/16,990706,BSS 1330 ST JOHN'S ORIGINATING,499,250,20
2023/01/18,862380,TORONTO GW BMF / EUS SS 1023,28399,23387,3713
2022/08/16,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/11/02,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,993,689,78
2023/04/06,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1316,1036,34
2021/06/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2022/10/06,990715,ST. JOHN'S / ILS OH4011,112,0,0
2021/11/24,862380,TORONTO GW BMF / EUS SS 1023,7,3,1
2023/02/09,862380,TORONTO GW BMF / EUS SS 1023,20930,16806,3042
2022/07/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1037,806,63
2021/12/10,800509,TORONTO GW BMF / LPS 1021,1,1,0
2022/10/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1847,1379,112
2022/04/06,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2,0,2
2022/10/21,990715,ST. JOHN'S / ILS OH4011,18,0,0
2022/11/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1666,925,423
2021/11/17,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2023/04/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,156,89,11
2022/01/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2,2,0
2022/04/07,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2023/02/20,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,571,477,14
2022/06/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,859,800,18
2023/01/03,990706,BSS 1330 ST JOHN'S ORIGINATING,1624,1190,356
2022/04/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3,1,2
2022/05/13,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1163,871,99
2023/03/27,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1196,1066,8
2023/02/02,862380,TORONTO GW BMF / EUS SS 1023,24516,18684,4700
2022/09/14,862380,TORONTO GW BMF / EUS SS 1023,13690,9932,3091
2022/10/25,990706,BSS 1330 ST JOHN'S ORIGINATING,793,421,62
2022/11/08,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/08/18,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1129,816,27
2022/07/05,990715,ST. JOHN'S / ILS OH4011,5,0,0
2021/12/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,0,0
2022/09/26,800214,ST JOHN'S / ILC 1240,1137,931,204
2023/05/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,81,40,4
2022/12/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2441,1823,369
2022/06/17,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1757,1313,97
2023/02/01,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1137,741,99
2021/12/03,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2021/11/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,4,2,0
2022/06/09,862380,TORONTO GW BMF / EUS SS 1023,24388,17506,4971
2022/08/18,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1079,894,46
2022/11/22,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2397,1629,399
2021/11/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,8,7,0
2022/04/27,990706,BSS 1330 ST JOHN'S ORIGINATING,55,33,0
2022/07/28,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1398,1000,33
2022/12/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1761,1292,348
2022/09/07,800214,ST JOHN'S / ILC 1240,451,444,4
2023/03/09,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1757,1289,154
