Plant_Postal_Code,Plant_Name,Fiscal_Year,Fiscal_Week_Number,Production_Day_Of_Week_Number,Shift_Date,Shift_Number,Business_Process_Number,BP_English_Name,Reporting_Type_English_Name,Plant_Volume,Worked_Hour
A1B 3R0,St. John's MPP,2019,9,5,2019/02/28,3,1044414,Manual Packets,Process,1530,9.949995
A1B 3R0,St. John's MPP,2019,9,5,2019/03/01,1,1044414,Manual Packets,Process,154,6.966664
A1B 3R0,St. John's MPP,2019,9,6,2019/03/01,2,1044414,Manual Packets,Process,3525,37.549993
A1B 3R0,St. John's MPP,2019,9,6,2019/03/01,3,1044414,Manual Packets,Process,3279,15.283329
A1B 3R0,St. John's MPP,2019,9,7,2019/03/02,2,1044414,Manual Packets,Process,3560,12.949995
A1B 3R0,St. John's MPP,2019,9,7,2019/03/02,3,1044414,Manual Packets,Process,1104,4.316666
A1B 3R0,St. John's MPP,2019,10,1,2019/03/03,2,1044414,Manual Packets,Process,3220,13.499994
A1B 3R0,St. John's MPP,2019,10,1,2019/03/03,3,1044414,Manual Packets,Process,2925,10.249998
A1B 3R0,St. John's MPP,2019,10,1,2019/03/04,1,1044414,Manual Packets,Process,2254,14.483331
A1B 3R0,St. John's MPP,2019,10,2,2019/03/04,2,1044414,Manual Packets,Process,2898,10.233331
A1B 3R0,St. John's MPP,2019,10,2,2019/03/04,3,1044414,Manual Packets,Process,3649,9.816664
A1B 3R0,St. John's MPP,2019,10,2,2019/03/05,1,1044414,Manual Packets,Process,2576,12.649997
A1B 3R0,St. John's MPP,2019,10,3,2019/03/05,2,1044414,Manual Packets,Process,767,15.433331
A1B 3R0,St. John's MPP,2019,10,3,2019/03/05,3,1044414,Manual Packets,Process,3618,17.466662
A1B 3R0,St. John's MPP,2019,10,3,2019/03/06,1,1044414,Manual Packets,Process,912,19.799995
A1B 3R0,St. John's MPP,2019,10,4,2019/03/06,2,1044414,Manual Packets,Process,9030,39.016659
A1B 3R0,St. John's MPP,2019,10,4,2019/03/06,3,1044414,Manual Packets,Process,5054,19.566661
A1B 3R0,St. John's MPP,2019,10,4,2019/03/07,1,1044414,Manual Packets,Process,1288,6.066665
A1B 3R0,St. John's MPP,2019,10,5,2019/03/07,2,1044414,Manual Packets,Process,3564,37.199992
A1B 3R0,St. John's MPP,2019,10,5,2019/03/07,3,1044414,Manual Packets,Process,3823,11.449994
A1B 3R0,St. John's MPP,2019,10,5,2019/03/08,1,1044414,Manual Packets,Process,1288,10.133332
A1B 3R0,St. John's MPP,2019,10,6,2019/03/08,2,1044414,Manual Packets,Process,3465,33.183325
A1B 3R0,St. John's MPP,2019,10,6,2019/03/08,3,1044414,Manual Packets,Process,2131,16.249996
A1B 3R0,St. John's MPP,2019,10,7,2019/03/09,2,1044414,Manual Packets,Process,4178,12.083329
A1B 3R0,St. John's MPP,2019,10,7,2019/03/09,3,1044414,Manual Packets,Process,644,1.583333
A1B 3R0,St. John's MPP,2019,11,1,2019/03/10,3,1044414,Manual Packets,Process,1937,8.499997
A1B 3R0,St. John's MPP,2019,11,1,2019/03/11,1,1044414,Manual Packets,Process,,7.949998
A1B 3R0,St. John's MPP,2019,11,2,2019/03/11,2,1044414,Manual Packets,Process,2842,14.08333
A1B 3R0,St. John's MPP,2019,11,2,2019/03/11,3,1044414,Manual Packets,Process,3128,16.516662
A1B 3R0,St. John's MPP,2019,11,2,2019/03/12,1,1044414,Manual Packets,Process,322,2.099998
A1B 3R0,St. John's MPP,2019,11,3,2019/03/12,2,1044414,Manual Packets,Process,2740,38.116656
A1B 3R0,St. John's MPP,2019,11,3,2019/03/12,3,1044414,Manual Packets,Process,1312,7.049997
A1B 3R0,St. John's MPP,2019,11,3,2019/03/13,1,1044414,Manual Packets,Process,2254,13.283328
A1B 3R0,St. John's MPP,2019,11,4,2019/03/13,2,1044414,Manual Packets,Process,6483,30.949994
A1B 3R0,St. John's MPP,2019,11,4,2019/03/13,3,1044414,Manual Packets,Process,2460,11.516662
A1B 3R0,St. John's MPP,2019,11,4,2019/03/14,1,1044414,Manual Packets,Process,,3.999998
A1B 3R0,St. John's MPP,2019,11,5,2019/03/14,2,1044414,Manual Packets,Process,8553,40.233328
A1B 3R0,St. John's MPP,2019,11,5,2019/03/14,3,1044414,Manual Packets,Process,4434,17.783329
A1B 3R0,St. John's MPP,2019,11,5,2019/03/15,1,1044414,Manual Packets,Process,399,5.599999
A1B 3R0,St. John's MPP,2019,11,6,2019/03/15,2,1044414,Manual Packets,Process,6071,32.633324
A1B 3R0,St. John's MPP,2019,11,6,2019/03/15,3,1044414,Manual Packets,Process,2157,15.233328
A1B 3R0,St. John's MPP,2019,11,7,2019/03/16,2,1044414,Manual Packets,Process,5938,12.283331
A1B 3R0,St. John's MPP,2019,11,7,2019/03/16,3,1044414,Manual Packets,Process,194,2.733333
A1B 3R0,St. John's MPP,2019,12,1,2019/03/17,3,1044414,Manual Packets,Process,1380,1.833333
A1B 3R0,St. John's MPP,2019,12,1,2019/03/18,1,1044414,Manual Packets,Process,2254,10.78333
A1B 3R0,St. John's MPP,2019,12,2,2019/03/18,2,1044414,Manual Packets,Process,5268,22.799991
A1B 3R0,St. John's MPP,2019,12,2,2019/03/18,3,1044414,Manual Packets,Process,6329,24.183325
A1B 3R0,St. John's MPP,2019,12,2,2019/03/19,1,1044414,Manual Packets,Process,,4.833331
A1B 3R0,St. John's MPP,2019,12,3,2019/03/19,2,1044414,Manual Packets,Process,5082,34.149994
A1B 3R0,St. John's MPP,2019,12,3,2019/03/19,3,1044414,Manual Packets,Process,2984,16.366662
A1B 3R0,St. John's MPP,2019,12,3,2019/03/20,1,1044414,Manual Packets,Process,60,3.899998
A1B 3R0,St. John's MPP,2019,12,4,2019/03/20,2,1044414,Manual Packets,Process,3657,31.349993
A1B 3R0,St. John's MPP,2019,12,4,2019/03/20,3,1044414,Manual Packets,Process,1963,5.816663
A1B 3R0,St. John's MPP,2019,12,4,2019/03/21,1,1044414,Manual Packets,Process,2105,7.43333
A1B 3R0,St. John's MPP,2019,12,5,2019/03/21,2,1044414,Manual Packets,Process,7357,38.266661
A1B 3R0,St. John's MPP,2019,12,5,2019/03/21,3,1044414,Manual Packets,Process,3488,17.749996
A1B 3R0,St. John's MPP,2019,12,5,2019/03/22,1,1044414,Manual Packets,Process,724,4.68333
A1B 3R0,St. John's MPP,2019,12,6,2019/03/22,2,1044414,Manual Packets,Process,3246,32.249991
A1B 3R0,St. John's MPP,2019,12,6,2019/03/22,3,1044414,Manual Packets,Process,1663,11.733329
A1B 3R0,St. John's MPP,2019,12,7,2019/03/23,2,1044414,Manual Packets,Process,3202,12.199994
