Plant_Postal_Code,Plant_Name,Fiscal_Year,Fiscal_Week_Number,Production_Day_Of_Week_Number,Shift_Date,Shift_Number,Business_Process_Number,BP_English_Name,Reporting_Type_English_Name,Plant_Volume,Worked_Hour
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/01,2,1044404,Induct Parcels,Process,,37.333331
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/01,3,1044404,Induct Parcels,Process,36493,109.083327
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/02,1,1044404,Induct Parcels,Process,1,11.566665
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/02,2,1044404,Induct Parcels,Process,,4.466666
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/02,3,1044404,Induct Parcels,Process,56417,168.266649
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/03,1,1044404,Induct Parcels,Process,47794,82.26666
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/03,2,1044404,Induct Parcels,Process,21979,69.333324
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/03,3,1044404,Induct Parcels,Process,46351,152.366653
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/04,1,1044404,Induct Parcels,Process,45073,84.166662
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/04,2,1044404,Induct Parcels,Process,32,59.649993
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/04,3,1044404,Induct Parcels,Process,53357,140.233321
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/05,1,1044404,Induct Parcels,Process,30314,86.516661
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/05,2,1044404,Induct Parcels,Process,22,37.849996
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/05,3,1044404,Induct Parcels,Process,50396,130.849986
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/06,1,1044404,Induct Parcels,Process,27405,58.316664
L5W 1B0,Toronto Gateway East,2022,18,6,2022/05/06,2,1044404,Induct Parcels,Process,20,36.899998
L5W 1B0,Toronto Gateway East,2022,18,6,2022/05/06,3,1044404,Induct Parcels,Process,42919,92.199992
L5W 1B0,Toronto Gateway East,2022,18,6,2022/05/07,1,1044404,Induct Parcels,Process,38676,64.78333
L5W 1B0,Toronto Gateway East,2022,18,7,2022/05/07,2,1044404,Induct Parcels,Process,8,48.749995
L5W 1B0,Toronto Gateway East,2022,18,7,2022/05/08,1,1044404,Induct Parcels,Process,,0
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/01,2,1044410,Induct Pcls EUS,Process,23741,28.583329
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/01,3,1044410,Induct Pcls EUS,Process,6176,19.949998
L5W 1B0,Toronto Gateway East,2022,18,1,2022/05/02,1,1044410,Induct Pcls EUS,Process,16801,87.083326
